DTXSID,SMILES,Risk_Score_PPARg
DTXSID20330018,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.[Fe],0.14333333333333334
DTXSID4067987,FC(Br)(Br)C(F)(F)C(F)(Br)Br,0.14333333333333334
DTXSID10829921,FC1=C(F)C(F)=C(F)C(F)(C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)O1,0.14333333333333334
DTXSID40542999,FC(F)(F)C(F)(F)[Te]C(F)(F)C(F)(F)F,0.1433333333333333
DTXSID60880527,O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+],0.1433333333333333
DTXSID90880191,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.1433333333333333
DTXSID60896724,O=C(O)C[C@H](NCC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)[O-].[Na+],0.1433333333333333
DTXSID90895684,FC(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cn1,0.1425
DTXSID70880194,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,0.1425
DTXSID80746535,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Ca+2],0.1425
DTXSID50509058,CCC(CC)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.1425
DTXSID60892509,O=C([O-])C(F)(F)C(F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(F)F.[Na+],0.1425
DTXSID60513540,COC(=O)CC(C)(C)C(Cl)CC(Cl)(Cl)C(F)(F)F,0.1425
DTXSID80380014,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,0.1425
DTXSID7045653,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,0.1425
DTXSID40543663,COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)o1,0.1425
DTXSID50301791,O=C(O)CSC(CC(=O)O)C(F)(F)C(F)(F)C(F)(F)F,0.14208333333333334
DTXSID80604005,FC(F)(F)C(F)(F)C(F)(Cl)C(Cl)(C(F)(F)F)C(F)(F)F,0.141875
DTXSID60778894,FC(F)(I)CC(F)(F)CC(F)(Cl)C(F)(F)Cl,0.141875
DTXSID00210081,FC(F)(Cl)C(F)(F)C(Cl)(Cl)OC(F)(F)C(F)(Cl)Cl,0.141875
DTXSID20330598,FC(F)C(F)(F)C(F)(F)C(F)(F)COCC1(COCC(F)(F)C(F)(F)C(F)(F)C(F)F)COC1,0.14166666666666666
DTXSID90895649,CCOS(=O)(=O)CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14125
DTXSID90380060,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.141
DTXSID70382103,C=C(Cl)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,0.141
DTXSID20450285,OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID90896696,COP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,0.14
DTXSID20895278,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)CBr,0.14
DTXSID9046029,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0.14
DTXSID50547011,FCC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.14
DTXSID40892486,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID40520070,FC(F)=NC(F)(F)C(F)(Cl)Cl,0.14
DTXSID20895733,N#Cc1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1,0.14
DTXSID90371291,C=C(Br)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,0.14
DTXSID00164454,O=P([O-])(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],0.14
DTXSID20617533,FC(F)(I)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)I,0.14
DTXSID00880147,O=C(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0.14
DTXSID30895547,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID20701380,CC(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID7045786,O.O=C([O-])/C=C/C(O)c1ccc(Cl)cc1.[Na+],0.14
DTXSID90896499,CCCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.14
DTXSID50880132,FC(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,0.14
DTXSID0040547,CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O.[Na+],0.14
DTXSID8045800,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC,0.14
DTXSID7047279,CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(C)=O)c2cc(C(F)(F)F)ccc2N1C(=O)OC(C)C,0.14
DTXSID40895472,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID6034762,Cc1cc(C)[nH]c(=O)n1.O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,0.14
DTXSID7046097,CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,0.14
DTXSID8021642,CCCCCCCCCCCCCCCCCC(=O)O,0.14
DTXSID90893342,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,0.14
DTXSID70895506,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID90892618,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.14
DTXSID00896647,O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[K+],0.14
DTXSID60514552,O=C(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.14
DTXSID00239858,O=S(=O)(N(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.14
DTXSID90892991,O=P([O-])(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],0.14
DTXSID9048516,O=C([N-]S(=O)(=O)/C=C/c1ccccc1)c1ccc(F)cc1Cl.[Na+],0.14
DTXSID1045083,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1.Cl.Cl,0.14
DTXSID00880465,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,0.14
DTXSID00896521,CCCCC(CC)COC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.14
DTXSID40896323,Nc1cccc(C(F)(C(F)(F)F)C(F)(F)F)c1,0.14
DTXSID70895369,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID6046216,Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,0.14
DTXSID9046784,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,0.14
DTXSID6046189,CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,0.14
DTXSID4046446,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,0.14
DTXSID00672862,C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(Cl)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID90526567,FC(F)(F)C1=C(C(F)(F)F)C(F)(F)C(F)(F)C1(F)F,0.14
DTXSID60862823,O=C(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.14
DTXSID80880221,FC(F)=C(F)C(F)(F)C(F)(F)C1(F)OC1(F)F,0.14
DTXSID1070983,CC[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.14
DTXSID50380809,FC(F)(Br)C(F)(Br)CCCl,0.14
DTXSID20531068,CCOP(=O)(OCC)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.14
DTXSID60895419,FC(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID00379864,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,0.14
DTXSID8057649,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,0.14
DTXSID50435489,FC(F)(F)C1(F)C(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(F)F,0.14
DTXSID1045871,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0.14
DTXSID80573540,FC(F)=C(F)OC(F)(F)OC(F)(F)C(F)(F)F,0.14
DTXSID50895281,CCCCCC=C(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID6048171,Cc1ccc2oc(CN(Cc3ccccc3)C(=O)Nc3c(F)cc(F)cc3F)c(-c3ccc(Cl)cc3)c2c1,0.14
DTXSID2046759,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,0.14
DTXSID50411804,Nc1nc(F)c(C(F)(F)F)c(C(F)(F)C(F)(F)F)n1,0.14
DTXSID80880387,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID9021639,CCCCCCCCC=O,0.14
DTXSID2045810,Cl.O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,0.14
DTXSID50925754,CCCSP(=O)(OCC)OC1CC(F)(F)C1(F)Cl,0.14
DTXSID10325413,O=C(NCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID30896610,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCCCS,0.14
DTXSID10895545,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID10895585,O=C(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID90896217,CC1(C(=O)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCC1,0.14
DTXSID20565621,Fc1nc(F)c(F)c(SC(F)(F)C(F)(F)F)c1F,0.14
DTXSID80513168,CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID30342046,COc1ccc(COC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1,0.14
DTXSID5045752,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,0.14
DTXSID50379839,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COCC1CO1,0.14
DTXSID2073489,OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID40379904,C=C(C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.14
DTXSID90895467,OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID2026529,Cc1ccc(C(C)(C)C)c(O)c1,0.14
DTXSID50893000,O=P([O-])(O)O[13CH2][13CH2]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],0.14
DTXSID6057661,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0.14
DTXSID4022993,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0.14
DTXSID6048670,CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+],0.14
DTXSID1071373,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID90185113,CC12COC(C(F)(F)C(F)(F)C(F)(F)F)(OC1)OC2,0.14
DTXSID00786953,O=P(O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID00551769,COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID50648375,O=C(CCCCc1ccccc1)C(F)(F)C(F)(F)F,0.14
DTXSID20579920,CCCSC(Cl)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.14
DTXSID50892997,O=[13C]([O-])[13C](F)(F)[13C](F)(F)[13C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID20821436,FC(F)C(F)(F)C(F)(F)C(F)(F)COCc1ccccc1,0.14
DTXSID2048743,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,0.14
DTXSID00895458,N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID30896392,Nc1nc(F)c(F)c(C(F)(C(F)(F)F)C(F)(F)F)c1F,0.14
DTXSID90881148,C[N+](CCO)(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[I-],0.14
DTXSID20920736,FC(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2,0.14
DTXSID60896481,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,0.14
DTXSID20896200,NS(=O)(=O)c1ccc(CNC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1,0.14
DTXSID3029310,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,0.14
DTXSID60765522,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cnc[nH]1,0.14
DTXSID60896502,CC(C)OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.14
DTXSID80896483,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,0.14
DTXSID80293635,O=C(O)C(F)(F)C(F)(F)C(F)(F)F.c1ccc(N2CCNCC2)cc1,0.14
DTXSID10215385,FC(F)C(F)(F)C(F)(F)C(F)(F)COC(C(F)(F)F)C(F)(F)F,0.14
DTXSID20818942,CCOC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID9046817,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,0.14
DTXSID8032675,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,0.14
DTXSID4024270,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,0.14
DTXSID8067076,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID80768393,CO[Si](CCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,0.14
DTXSID10205721,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,0.14
DTXSID3046615,COS(=O)(=O)[O-].C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,0.14
DTXSID0061038,FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F,0.14
DTXSID3046243,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1,0.14
DTXSID2067329,O=S(=O)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID5049075,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,0.14
DTXSID50512406,FC(F)(F)C(F)(F)C(F)(F)SCc1ccccc1,0.14
DTXSID20292864,CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.14
DTXSID50896233,CCOC(=O)Cc1cc(C(F)(F)C(F)(F)C(F)(F)F)nn1C,0.14
DTXSID70824497,O=S(=O)(CCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID7027542,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.[Na+].[Na+],0.14
DTXSID2049058,O=P1(N(CCCl)CCCl)NC(OO)CCO1,0.14
DTXSID90771757,C=CC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID10548701,O=C(OOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.14
DTXSID00882929,CCC(C)=NO[Si](C)(OCCNS(=O)(=O)C(F)(F)C(F)(F)F)ON=C(C)CC,0.14
DTXSID4026216,Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,0.14
DTXSID90897547,C[Si](Cl)(Cl)CCCOC(F)(C(F)(F)F)C(F)(F)F,0.14
DTXSID00896824,O=C(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID90620170,FC(F)(F)C(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID00897513,F[B-](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],0.14
DTXSID5026205,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,0.14
DTXSID40703083,CN=C(N(C)C)[N+](C)(C)C.[O-]C(F)(F)C(F)(F)F,0.14
DTXSID00530519,FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Br,0.14
DTXSID501023577,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)=C(F)F,0.14
DTXSID40787060,O=C(C(F)(OC(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,0.14
DTXSID8041117,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0.14
DTXSID90790665,FC(Cl)(Cl)C(F)(F)C(Cl)(Cl)CC=CCCl,0.14
DTXSID40897052,CCOC(=O)C(CC(=O)O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.14
DTXSID8043814,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,0.13916666666666666
DTXSID90631786,FC(F)C(F)(C(F)(F)F)[Si](Cl)(Cl)Cl,0.13875
DTXSID70380760,O=C(Cl)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.13849999999999998
DTXSID20834061,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13833333333333334
DTXSID00329980,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.[Co],0.13833333333333334
DTXSID00276960,O=C(CCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.13833333333333334
DTXSID6034928,CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2,0.13833333333333334
DTXSID90895285,FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.13833333333333334
DTXSID80187141,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0.1383333333333333
DTXSID50858139,O=C(O)[C@H]1O[C@@H](OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[C@H](O)[C@@H](O)[C@@H]1O,0.1383333333333333
DTXSID40850203,FC(=CCI)C(F)(F)C(F)(F)I,0.1375
DTXSID60895651,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(Br)cc1,0.1375
DTXSID30880190,O=P(O)(O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F.[Na+].[Na+],0.1375
DTXSID7046172,CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0.1375
DTXSID20720238,FC(F)(Br)C(F)(F)Oc1ccc(Br)cc1,0.1375
DTXSID90637844,CCC(N)C(O)C(F)(F)C(F)(F)C(F)(F)F.Cl,0.13708333333333333
DTXSID70895162,FC(F)(F)C(F)(F)C(F)(F)C(Br)CBr,0.13708333333333333
DTXSID10895303,FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.136875
DTXSID00895291,FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.136875
DTXSID10818330,FC(F)(F)C1(F)C(F)(F)OC(F)(F)C(F)(F)C1(F)F,0.1366666666666667
DTXSID80631432,FC(F)(F)C1(C(F)(F)F)C(F)(F)OC(F)(F)C1(F)F,0.1366666666666667
DTXSID80896721,CCC(C)OC(=O)[C@@H](C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.1366666666666667
DTXSID30277501,FC1(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.1366666666666667
DTXSID50623102,O=C(OOC(=O)C(F)(F)C(F)(F)C(F)(F)Cl)C(F)(F)C(F)(F)C(F)(F)Cl,0.13666666666666666
DTXSID80907609,FC1(F)SC2C3CCC(C3)C2C1(F)Cl,0.13666666666666666
DTXSID1048677,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,0.13666666666666666
DTXSID20895617,FC(F)(F)C(F)(F)C(F)(F)CO[Si](Cl)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,0.13666666666666666
DTXSID3046081,Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C,0.136
DTXSID00895211,C=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.136
DTXSID70851006,CC1CCC(C(F)(C(F)(F)F)C(F)(F)F)C(O)C1,0.136
DTXSID2048745,CC1CC(=O)NN=C1c1ccc(NCC(C)(C)NCC(O)COc2cc(Cl)ccc2C#N)cc1,0.13583333333333333
DTXSID60906317,FC1(F)SC2CCCCCC2C1(F)F,0.135
DTXSID9022944,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-],0.135
DTXSID30892718,[2H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.135
DTXSID60881332,FC(F)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl,0.135
DTXSID20895293,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#CI,0.135
DTXSID90896651,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+],0.135
DTXSID80895991,O=C(NCC(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,0.135
