DTXSID,CASRN,Chemical Name,Regulatory_Action,Risk_Mean,Risk_Uncertainty
DTXSID70895187,1645298-12-9,"1,1,1,2,2,3,3,4,4,5,5-Undecafluorooctane",No Action,0.14600000000000002,0.0424735211631906
DTXSID90558000,57678-01-0,6:2 Fluorotelomer phosphate monoester,No Action,0.14600000000000002,0.03382306905057552
DTXSID3045770,5053-08-7,Fenspiride hydrochloride,No Action,0.14600000000000002,0.041036569057366384
DTXSID40897299,18323-97-2,Tris(perfluorobutanoylpivaloylmethano)holmium,No Action,0.14600000000000002,0.029051678092667906
DTXSID40893296,83038-83-9,"Diethoxymethyl(1H,1H,2H,2H-perfluorohexyl)silane",No Action,0.14600000000000002,0.04841487374764082
DTXSID40240983,94200-55-2,16:2 Fluorotelomer dihydrogen phosphate,No Action,0.14600000000000002,0.03382306905057552
DTXSID90895260,1835251-22-3,1-(Perfluoro-n-decyl)propane,No Action,0.14600000000000002,0.0424735211631906
DTXSID80240982,94200-54-1,14:2 Fluorotelomer dihydrogen phosphate,No Action,0.14600000000000002,0.03382306905057552
DTXSID00893353,149868-74-6,4(perfluorooctyl)-2-butanol,No Action,0.14600000000000002,0.039547439866570375
DTXSID90892956,30295-56-8,Perfluorohexane sulfonamido amine oxide,No Action,0.14600000000000002,0.02576819745345025
DTXSID90896191,203200-76-4,"N'-[(2Z)-5,5,6,6,7,7,7-Heptafluoro-4-oxohept-2-en-2-yl]benzohydrazide",No Action,0.14600000000000002,0.04294182110716778
DTXSID20206380,57678-05-4,10:2 Fluorotelomer dihydrogen phosphate,No Action,0.14600000000000002,0.03382306905057552
DTXSID30700460,30295-51-3,[3-(Heptadecafluorooctylsulfonylamino)propyl]dimethylamine N-oxide,No Action,0.14600000000000002,0.02576819745345025
DTXSID10892958,1513864-26-0,"N,N-Dimethyl-3-{[(nonadecafluorononyl)sulfonyl]amino}-1-propanamine N-oxide",No Action,0.14600000000000002,0.02576819745345025
DTXSID30895229,1835250-28-6,1-(Perfluorooctyl)propane,No Action,0.14600000000000002,0.0424735211631906
DTXSID60874027,57678-03-2,2-(Perfluorooctyl)ethyl dihydrogen phosphate,No Action,0.14600000000000002,0.03382306905057552
DTXSID10871521,168834-06-8,(Perfluorohexyl)propane,No Action,0.14600000000000002,0.0424735211631906
DTXSID30893003,2179232-13-2,"1H, 1H, 2H, 2H-[1,2-13C2] Perfluorooctyldihydrogen phosphate",No Action,0.14600000000000002,0.03382306905057552
DTXSID9057711,3115-05-7,Iobenzamic acid,No Action,0.146,0.030724582991474434
DTXSID3022617,63-75-2,Arecoline,No Action,0.146,0.04737087712930805
DTXSID1046847,54556-98-8,Propiverine hydrochloride,No Action,0.146,0.019595917942265426
DTXSID10897544,174080-50-3,N-Allylperfluoro-2-(2-propoxypropoxy)propanamide,No Action,0.146,0.032619012860600184
DTXSID90896151,714975-28-7,"5-(Heptafluoropropyl)-N,1-dimethyl-1H-1,2,4-triazol-3-amine",No Action,0.146,0.029051678092667902
DTXSID90509057,61894-06-2,"1,1-Difluoro-5,5-dimethyl-1-(trifluoromethoxy)hexane-2,4-dione",No Action,0.146,0.03611094017053558
DTXSID7044843,15905-32-5,C.I. Solvent Red 140,No Action,0.146,0.039547439866570375
DTXSID4044793,126-83-0,Sodium 3-chloro-2-hydroxypropylsulfonate,No Action,0.146,0.02764054992217051
DTXSID2022125,821-55-6,2-Nonanone,No Action,0.146,0.02497999199359359
DTXSID70560308,85734-51-6,"4,4,5,5-Tetrafluoro-1-phenyl-5-(trifluoromethoxy)pentane-1,3-dione",No Action,0.146,0.02615339366124404
DTXSID9048934,1473-95-6,N-[1-(2-Hydroxy-2-phenylethyl)-4-piperidyl]-N-phenylpropanamide hydrochloride,No Action,0.146,0.044317039612320676
DTXSID4035209,2465-59-0,Oxypurinol,No Action,0.146,0.03292415526630865
DTXSID80881930,180582-79-0,"Sulfonic acids, C6-12-alkane, .gamma.-.omega.-perfluoro, ammonium salts",Data Gap,0.146,0.062481997407253236
DTXSID0049022,5875-06-9,Proparacaine hydrochloride,No Action,0.146,0.034117444218463966
DTXSID9022104,693-54-9,2-Decanone,No Action,0.146,0.02497999199359359
DTXSID90896358,54735-87-4,"1-Amino-4,4,5,5,6,6,7,7,8,8,9,9,10,11,11,11-hexadecafluoro-10-(trifluoromethyl)undecan-2-ol",No Action,0.146,0.03104834939252005
DTXSID4033390,15345-89-8,Desmethoxyyangonin,No Action,0.146,0.023748684174075836
DTXSID20795562,63423-26-7,"2-[2-(Tridecafluorohexyl)-5,6-dihydropyrimidin-1(4H)-yl]ethan-1-ol",No Action,0.146,0.027640549922170507
DTXSID70896513,261760-03-6,"5,6,6,6-Tetrafluoro-5-(heptafluoropropoxy)hexane-2,4-dione",No Action,0.146,0.034985711369071804
DTXSID10584184,194999-85-4,Bis(4-tert-butylphenyl)iodanium nonafluorobutane-1-sulfonate,No Action,0.146,0.030397368307141324
DTXSID7045992,552-79-4,Methylephedrine,No Action,0.146,0.0290516780926679
DTXSID9022655,104-31-4,Benzonatate,No Action,0.146,0.039038442591886276
DTXSID3020419,1067-33-0,Dibutyltin diacetate,No Action,0.146,0.03006659275674581
DTXSID40702839,96250-49-6,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propyl 2-fluoroprop-2-enoate",No Action,0.146,0.041036569057366384
DTXSID10893369,220426-92-6,"3,3'-Diamino-N,N'-[perfluoropropane-2,2-diylbis(6-hydroxy-3,1-phenylene)]dibenzamide",No Action,0.146,0.020591260281974
DTXSID3020964,98-95-3,Nitrobenzene,No Action,0.146,0.03440930106817051
DTXSID2027462,2235-54-3,Ammonium dodecyl sulfate,No Action,0.146,0.032
DTXSID2021943,112-12-9,2-Undecanone,No Action,0.146,0.02497999199359359
DTXSID40433454,1427-85-6,"Tridecanoic acid, 12,12,13,13,13-pentafluoro-",No Action,0.146,0.02764054992217051
DTXSID5046483,124858-35-1,Nadifloxacin,No Action,0.146,0.0233238075793812
DTXSID30620694,65601-69-6,"2,2,3,3,4,4,5,5,6-Nonafluorooxane",No Action,0.146,0.038781438859330636
DTXSID20897530,1645842-67-6,"Sulfonamides, C4-8-alkane, perfluoro, N-(3-chloro-2-hydroxypropyl)-N-methyl",No Action,0.146,0.04223742416388575
DTXSID10785356,4454-75-5,"Carbonic acid--2,2,3,3,4,4,5,5-octafluoropentan-1-ol (1/2)",No Action,0.146,0.023748684174075836
DTXSID3023479,51940-44-4,Pipemidic acid,No Action,0.146,0.039547439866570375
DTXSID3023899,1861-40-1,Benfluralin,No Action,0.146,0.039799497484264805
DTXSID1046211,957-56-2,Fluindione,No Action,0.146,0.019078784028338912
DTXSID6047656,13019-22-2,9-Decen-1-ol,No Action,0.146,0.03611094017053558
DTXSID80507264,79150-80-4,"4-Bromo-2,3,3,4,5,5,6,6-octafluoro-1-nitrocyclohex-1-ene",No Action,0.146,0.03411744421846396
DTXSID1045748,34118-92-8,Acecainide hydrochloride,No Action,0.146,0.02975315109362368
DTXSID4022070,593-08-8,2-Tridecanone,No Action,0.146,0.02497999199359359
DTXSID00896349,58935-89-0,"1-Amino-4,4,5,5,6,6,7,7,8,9,9,9-dodecafluoro-8-(trifluoromethyl)nonan-2-ol",No Action,0.146,0.03104834939252005
DTXSID50882934,213740-80-8,"Iodonium, bis[4-(1,1-dimethylethyl)phenyl]-, salt with perfluoro-1-octanesulfonic acid (1:1)",No Action,0.146,0.030397368307141324
DTXSID80380372,4265-28-5,"1,1,2-Trifluoro-2-chloro-3-methyl-3-vinylcyclobutane",No Action,0.146,0.032310988842807024
DTXSID3041617,101-27-9,Barban,No Action,0.146,0.03903844259188627
DTXSID00895337,1221157-07-8,"N,N,1,1-Tetramethyl-1-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silanamine",No Action,0.14599999999999996,0.03583294573433783
DTXSID2020210,3817-11-6,Butyl-N-(4-hydroxybutyl)nitrosamine,No Action,0.14599999999999996,0.036932370625238777
DTXSID9044584,14611-52-0,Selegiline hydrochloride,No Action,0.14599999999999996,0.029051678092667902
DTXSID1071953,69013-34-9,"N-Methyl-4-((4,4,5,5,5-pentafluoro-3-(pentafluoroethyl)-1,2,3-tris(trifluoromethyl)-1-pentenyl)oxy)-N-(2-(phosphonooxy)ethyl)-Benzenesulfonamide",No Action,0.14599999999999996,0.023748684174075833
DTXSID10896057,49676-56-4,"Bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) 2-methylidenebutanedioate",No Action,0.1459,0.03586488533370767
DTXSID80371467,247220-85-5,4-Chloro-3-(heptafluoropropyl)-5-phenylpyrazole,No Action,0.14584999999999998,0.030282049138061973
DTXSID70503093,16329-89-8,"Methyl 2,3-dichloro-2,3,3-trifluoropropanoate",No Action,0.1458452380952381,0.03569882403406261
DTXSID1044857,17980-47-1,Triethoxy(2-methylpropyl)silane,No Action,0.14583333333333334,0.04013345791785758
DTXSID00880546,NOCAS_880546,"N1-(2-Aminoethyl)-N2-(2-{[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl)oxy]amino}ethyl)ethane-1,2-diamine",No Action,0.14583333333333331,0.02782135470780992
DTXSID8037596,1014-70-6,Simetryn,No Action,0.14583333333333331,0.03219083720563975
DTXSID3023342,42200-33-9,Nadolol,No Action,0.14575,0.03626379048031245
DTXSID6045618,72599-27-0,Miglustat,No Action,0.14575,0.039812843405112375
DTXSID7023277,53-46-3,Methantheline bromide,No Action,0.14566666666666667,0.02808914381037628
DTXSID20896265,2212-77-3,"Bis(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl) 3,4,5,6-tetrachlorobenzene-1,2-dicarboxylate",No Action,0.14560000000000003,0.021592591322025248
DTXSID9021219,6151-25-3,Quercetin dihydrate,No Action,0.1456,0.02717057231638671
DTXSID4021218,117-39-5,Quercetin,No Action,0.1456,0.027681040442873527
DTXSID3049041,39731-05-0,SDZ 21009,No Action,0.14550000000000002,0.02564772027989146
DTXSID9028120,63721-05-1,"Methyl 3,3-dimethylpent-4-enoate",No Action,0.14550000000000002,0.028324018076537092
DTXSID6020777,27912-14-7,Levobunolol hydrochloride,No Action,0.14550000000000002,0.02263294059551255
DTXSID4020294,140-49-8,4'-(Chloroacetyl)acetanilide,No Action,0.14525000000000005,0.020323939086702658
DTXSID5048849,14587-50-9,Difeterol,No Action,0.14520000000000005,0.04146516610361039
DTXSID40880247,29811-19-6,"Sodium 1-(2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl) 2-sulphonatobenzoate",No Action,0.14516666666666667,0.023243278598338923
DTXSID90881906,68140-21-6,Perfluoroalkyl(C8-18)ethyl mercaptan,No Action,0.14500000000000005,0.03930648801406709
DTXSID00880389,34451-28-0,2-(Perfluorodecyl)ethanethiol,No Action,0.14500000000000005,0.03930648801406709
DTXSID10893405,701909-41-3,2-(Perfluorobutyl)ethyl alpha-chloroacrylate,No Action,0.14500000000000005,0.04153311931459038
DTXSID40781806,26166-99-4,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononane-1-thiol",No Action,0.14500000000000005,0.03930648801406709
DTXSID50772922,195044-31-6,"2-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]cyclohepta-2,4,6-trien-1-one",No Action,0.14500000000000005,0.04104875150354759
DTXSID00840842,922141-52-4,"5-Chloro-1,1,2,2-tetrafluoro-2,3-dihydro-1H-indene",No Action,0.14500000000000005,0.04410215414239989
DTXSID20379947,34451-26-8,2-(Perfluorohexyl)ethanethiol,No Action,0.14500000000000005,0.03930648801406709
DTXSID20337446,34143-74-3,2-(Perfluorooctyl)ethanthiol,No Action,0.14500000000000005,0.03930648801406709
DTXSID4045975,169590-41-4,Deracoxib,No Action,0.14500000000000002,0.0206155281280883
DTXSID7044689,5437-98-9,N-(4-Methoxyphenyl)-3-oxobutanamide,No Action,0.14500000000000002,0.023345235059857507
DTXSID8024448,2179-59-1,Allyl propyl disulfide,No Action,0.14500000000000002,0.032326459750489235
DTXSID20508972,67727-74-6,"1-(4-Bromophenyl)-2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propan-1-one",No Action,0.14500000000000002,0.03774917217635375
DTXSID8040694,136-60-7,Butyl benzoate,No Action,0.14500000000000002,0.0307408522978788
DTXSID50503839,77570-01-5,"1,1,2,3,3,3-Hexafluoro-2-iodopropyl sulfurofluoridate",No Action,0.14500000000000002,0.03413209633175202
DTXSID8046240,3562-99-0,Menbutone,No Action,0.14500000000000002,0.041773197148410844
DTXSID60379249,261503-43-9,"4,4-Bis(trifluoromethyl)-2H,3H-heptafluoroheptenoic acid",No Action,0.14500000000000002,0.028372521918222218
DTXSID1046132,115436-72-1,Risedronate sodium,No Action,0.14500000000000002,0.03232645975048922
DTXSID20895273,250738-42-2,1-(Perfluorodecanyl)pentane,No Action,0.14500000000000002,0.03721558813185679
DTXSID0051570,110-75-8,2-Chloroethyl vinyl ether,No Action,0.14500000000000002,0.0229128784747792
DTXSID80895936,93393-77-2,"8-(2-Chloroethanesulfonyl)-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane",No Action,0.14500000000000002,0.041533119314590375
DTXSID00534794,92914-86-8,4-(Heptadecafluorooctyl)-1H-pyrazole,No Action,0.14500000000000002,0.025787593916455253
DTXSID7047439,122-73-6,Benzyl 3-methylbutyl ether,No Action,0.14500000000000002,0.025
DTXSID0024185,79-22-1,Methyl chlorocarbonate,No Action,0.14500000000000002,0.025
DTXSID50895246,1835250-47-9,1-(Perfluorooctyl)pentane,No Action,0.14500000000000002,0.03721558813185679
DTXSID1048831,57574-09-1,Amineptine,No Action,0.14500000000000002,0.027294688127912362
DTXSID30883040,484022-20-0,"N-(2-Hydroxyethyl)-perfluoro-1-butanesulfonamide, cmpd. with 2,2'-iminobis[ethanol] (1:1)",No Action,0.14500000000000002,0.02655183609470351
DTXSID90895205,1287702-48-0,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoroundecane",No Action,0.14500000000000002,0.03721558813185679
DTXSID2047856,1235-82-1,Biperiden hydrochloride,No Action,0.14500000000000002,0.029748949561287034
DTXSID4025292,94-96-2,"2-Ethyl-1,3-hexanediol",No Action,0.14500000000000002,0.026551836094703504
DTXSID4027604,5809-23-4,2-[4-(Diethylamino)-2-hydroxybenzoyl]benzoic acid,No Action,0.14500000000000002,0.027658633371878665
DTXSID6031380,496-46-8,Glycoluril,No Action,0.14500000000000002,0.032326459750489235
DTXSID0022646,2179-37-5,Bencyclane,No Action,0.14500000000000002,0.03201562118716424
DTXSID4034102,500-62-9,Yangonin,No Action,0.14500000000000002,0.024186773244895647
DTXSID1022267,16752-77-5,Methomyl,No Action,0.14500000000000002,0.019621416870348584
DTXSID8022292,52645-53-1,Permethrin,No Action,0.14500000000000002,0.03471310991541956
DTXSID3046116,515-57-1,Maleylsulfathiazole,No Action,0.14500000000000002,0.03170173496829472
DTXSID20380674,88562-41-8,2-Vinylperfluoropropane,No Action,0.14500000000000002,0.021095023109728987
DTXSID1027970,31906-04-4,4-(4-Hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,No Action,0.14500000000000002,0.029410882339705485
DTXSID3059927,376-90-9,Hexafluoroamylene glycol,No Action,0.14500000000000002,0.029068883707497266
DTXSID2021282,18883-66-4,Streptozotocin,No Action,0.14500000000000002,0.01857417562100671
DTXSID00293632,1511-42-8,"3,5,6-trichloro-2,2,3,4,4,5,6,6-octafluorohexanoic acid- 1-phenylpiperazine(1:1)",No Action,0.14500000000000002,0.028722813232690148
DTXSID40895194,1287702-46-8,"1,1,1,2,2,3,3,4,4,5,5-Undecafluorodecane",No Action,0.14500000000000002,0.03721558813185679
DTXSID3027823,22984-54-9,Methyltri(2-butanoneoximyl)silane,No Action,0.14500000000000002,0.038275318418009276
DTXSID1025221,25103-58-6,tert-Dodecanethiol,No Action,0.14500000000000002,0.046097722286464436
DTXSID20895435,1184-97-0,"1,1,1,2,2,3,3-Heptafluoro-4-(1,1,2,3,3,3-hexafluoropropoxy)butane",No Action,0.145,0.021563858652847823
DTXSID50895281,113999-55-6,2-(Perfluorobutanyl)oct-2-ene,No Action,0.145,0.032015621187164243
DTXSID8044757,659-70-1,3-Methylbutyl 3-methylbutanoate,No Action,0.145,0.028372521918222215
DTXSID7024538,1143-38-0,Anthralin,No Action,0.145,0.0352845575287547
DTXSID7020348,91-64-5,Coumarin,No Action,0.145,0.0366742416417845
DTXSID0046852,26097-80-3,Cambendazole,No Action,0.145,0.03612478373637689
DTXSID30895502,78689-20-0,"3,3,4,4,5,5,6,6,6-Nonafluorohexyl formate",No Action,0.145,0.034713109915419565
DTXSID6049278,350-30-1,2-Chloro-1-fluoro-4-nitrobenzene,No Action,0.145,0.034999999999999996
DTXSID8024159,82558-50-7,Isoxaben,No Action,0.145,0.028017851452243794
DTXSID20895556,1221157-06-7,"1-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)-N,N,1,1-tetramethylsilanamine",No Action,0.145,0.03584689665786984
DTXSID6022391,520-36-5,Apigenin,No Action,0.145,0.030413812651491103
DTXSID10510281,85260-50-0,Methyl 4-[(heptafluoropropyl)sulfanyl]benzoate,No Action,0.14499999999999996,0.03442382895611701
DTXSID7046592,223769-64-0,Hydroxystilbamidine bis(methanesulfonate),No Action,0.14499999999999996,0.025
DTXSID40775124,184773-24-8,"2-(1,1,2,2,3,3,4,4-Octafluorobutyl)-1,3,6-triazocane",No Action,0.14499999999999996,0.021563858652847823
DTXSID4027103,142-90-5,Dodecyl 2-methylacrylate,No Action,0.14499999999999996,0.025787593916455253
DTXSID6027975,32360-05-7,Stearyl methacrylate,No Action,0.14499999999999996,0.025787593916455253
DTXSID7049342,65039-05-6,1-Butyl-3-methylimidazolium iodide,No Action,0.14499999999999996,0.034423828956117015
DTXSID8029236,2495-25-2,Tridecyl methacrylate,No Action,0.14499999999999996,0.025787593916455253
DTXSID6031461,79917-90-1,1-Butyl-3-methylimidazolium chloride,No Action,0.14499999999999996,0.034423828956117015
DTXSID6024915,3179-47-3,Decyl methacrylate,No Action,0.14499999999999996,0.025787593916455253
DTXSID4025406,142-09-6,n-Hexyl methacrylate,No Action,0.14499999999999996,0.025787593916455253
DTXSID9044299,93390-81-9,Fosphenytoin,No Action,0.14490000000000003,0.03847193782486138
DTXSID60382117,6066-46-2,"2-Chloro-2,3,3,3-tetrafluoropropanoyl chloride",No Action,0.14484523809523814,0.03267227365804827
DTXSID40895619,254095-33-5,Triethoxy(henicosafluorodecyl)silane,No Action,0.14483333333333334,0.03383333333333333
DTXSID50470118,96305-13-4,Triethoxy(heptadecafluorooctyl)silane,No Action,0.14483333333333334,0.03383333333333333
DTXSID60502611,17308-98-4,"Methyl 2,2,3,3,4,4-hexafluoro-4-iodobutanoate",No Action,0.14475,0.02847037934415346
DTXSID7048615,107667-60-7,Polaprezinc,No Action,0.14473333333333332,0.02347282116264113
DTXSID6045824,5490-27-7,Dihydrostreptomycin sulfate,No Action,0.14466666666666667,0.0286821663523986
DTXSID4023670,40180-04-9,Ticrynafen,No Action,0.1446,0.03043747689937522
DTXSID5047904,121107-18-4,Methyltrioctylammonium trifluoromethanesulfonate,No Action,0.14450000000000002,0.03481738071710737
DTXSID5041431,4812-20-8,2-Isopropoxyphenol,No Action,0.14450000000000002,0.029021543721862907
DTXSID00882626,1190931-27-1,"Ammonium perfluoro[(5-methoxy-1,3-dioxolan-4-yl)oxy]acetate",No Action,0.1445,0.026874709300753377
DTXSID3057858,98123-83-2,Epsiprantel,No Action,0.1444,0.020958053344716916
DTXSID0045967,1415-73-2,Aloin A,No Action,0.14433333333333334,0.043308967508665766
DTXSID6045169,364-62-5,Metoclopramide,No Action,0.14425,0.018909323097350682
DTXSID10329971,17631-66-2,"6,6,7,7,8,8,8-Heptafluoro-2,2-dimethyloctane-3,5-dione;terbium",No Action,0.14425,0.025933809978481763
DTXSID3045194,54187-04-1,Rilmenidine,No Action,0.14400000000000004,0.02727636339397171
DTXSID7047196,23747-48-0,"6,7-Dihydro-5-methyl-5H-cyclopentapyrazine",No Action,0.14400000000000004,0.02537715508089904
DTXSID50881149,94159-78-1,Bis(2-hydroxyethyl)methyl(1(-perfluoro-7-methyloctyl))-2-hydroxyprop-3-ylammonium iodide,No Action,0.14400000000000004,0.03638681079732051
DTXSID50881144,94159-76-9,Bis(2-hydroxyethyl)methyl(1-(perfluoro-11-methyldodecyl))-2-hydroxyprop-3-ylammonium iodide,No Action,0.14400000000000004,0.03638681079732051
DTXSID5023950,55285-14-8,Carbosulfan,No Action,0.14400000000000004,0.02835489375751565
DTXSID7045811,104076-39-3,Zolantidine dimaleate,No Action,0.14400000000000004,0.024979991993593593
DTXSID40761663,104986-67-6,"2,3-Bis(heptafluoropropyl)pyridine",No Action,0.14400000000000004,0.026532998322843206
DTXSID90881148,94159-77-0,Bis(2-hydroxyethyl)methyl(1-(perfluoro-9-methyldecyl))-2-hydroxyprop-3-ylammonium iodide,No Action,0.14400000000000004,0.03638681079732051
DTXSID5020605,104-76-7,2-Ethyl-1-hexanol,No Action,0.14400000000000004,0.024166091947189144
DTXSID8044626,25332-39-2,Trazodone hydrochloride,No Action,0.14400000000000004,0.036660605559646724
DTXSID7046411,76-20-0,Sulfonethylmethane,No Action,0.14400000000000004,0.03638681079732051
DTXSID2045315,521-78-8,Trimipramine hydrogen maleate,No Action,0.14400000000000004,0.02154065922853802
DTXSID00881351,34454-99-4,Perfluorobutane-1-sulfonamidoethanol,No Action,0.14400000000000004,0.026153393661244046
DTXSID0048187,199584-38-8,1-Methoxy-4-tert-pentylcyclohexane,No Action,0.14400000000000004,0.026907248094147428
DTXSID0047533,89-04-3,Tri-n-octyl trimellitate,No Action,0.14400000000000004,0.024166091947189147
DTXSID5020154,120-32-1,Clorophene,No Action,0.14400000000000002,0.038
DTXSID30776049,168774-28-5,"2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluorooctane-1,8-diyl dicyanate",No Action,0.14400000000000002,0.040792156108742275
DTXSID7057654,15687-14-6,Embutramide,No Action,0.14400000000000002,0.0424735211631906
DTXSID20517504,85915-52-2,"5-Methyl-5-[(2,2,3,3,4,4,5,5-octafluoropentyl)oxy]hex-1-en-3-yne",No Action,0.14400000000000002,0.032310988842807024
DTXSID50893560,96383-55-0,((Perfluorohexyl)ethyl)-2-chloropropenoate,No Action,0.14400000000000002,0.04127953488110059
DTXSID4045559,2624-44-4,Ethamsylate,No Action,0.14400000000000002,0.03720215047547655
DTXSID40880520,61097-96-9,"Bis(perfluoro(1-[(3,6-dimethyl-1,4-dioxan-2-yl)oxy]ethyl)) ketone",No Action,0.14400000000000002,0.020591260281974003
DTXSID40896085,1069085-51-3,"1-Benzyl-2-(heptafluoropropyl)-4,5-dihydro-1H-imidazole",No Action,0.14400000000000002,0.03903844259188627
DTXSID1027425,1679-64-7,Methyl hydrogen terephthalate,No Action,0.14400000000000002,0.02973213749463701
DTXSID20920736,112330-85-5,"1-(3,3,4,4,5,5,5-Heptafluoro-1-iodopentyl)-2,8,9-trioxa-5-aza-1-silabicyclo[3.3.3]undecane",No Action,0.14400000000000002,0.0233238075793812
DTXSID4044371,1132-61-2,4-Morpholinepropanesulfonic acid,No Action,0.14400000000000002,0.02870540018881465
DTXSID20768392,136790-31-3,"(Diethoxymethyl)(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane",No Action,0.14400000000000002,0.04983974317750845
DTXSID80794298,64743-69-7,"{3-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]propyl}(trimethoxy)silane",No Action,0.14400000000000002,0.04054626986542659
DTXSID80895714,110960-47-9,3-(Perfluoropropyl)-1-phenyl-2-propen-1-one,No Action,0.14400000000000002,0.02497999199359359
DTXSID4048195,18979-55-0,4-(Hexyloxy)phenol,No Action,0.14400000000000002,0.025768197453450253
DTXSID40883016,332350-90-0,Tributyl(2-methoxypropyl)phosphonium methyl((nonafluorobutyl)sulfonyl)azanide,No Action,0.14400000000000002,0.04317406628984581
DTXSID70380846,918-36-5,"2,2,3,3,4,4-Hexafluoropentane-1,5-diyl bis(2-methylprop-2-enoate)",No Action,0.14400000000000002,0.02497999199359359
DTXSID00765162,113560-31-9,6-[(Nonadecafluorononyl)oxy]hexanoic acid,No Action,0.144,0.027276363393971714
DTXSID00897013,1887067-55-1,"Tris(1H,1H,2H,2H-perfluorohexyl) phosphate",No Action,0.144,0.03292415526630865
DTXSID70769975,140838-93-3,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,9,9,9-Heptadecafluorononyl 2-methylprop-2-enoate",No Action,0.144,0.032619012860600184
DTXSID60882627,1190931-41-9,"Perfluoro(2-[5-methoxy-1,3-dioxolan-4-yloxy]acetic acid)",No Action,0.144,0.03611094017053558
DTXSID90441943,96721-82-3,"Thiophene, 3-(heptadecafluorooctyl)-",No Action,0.144,0.027640549922170504
DTXSID20893350,149724-40-3,8:2 Fluorotelomer sulfonate ammonium salt,Data Gap,0.144,0.062481997407253236
DTXSID20583360,240497-26-1,"Tris(3,3,4,4,5,5,6,6,6-nonafluorohexyl)stannane",No Action,0.144,0.04363484845854286
DTXSID80529603,89863-48-9,"2-[1-(Phenylsulfanyl)-2-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)ethyl]thiophene",No Action,0.144,0.03292415526630866
DTXSID2046705,666-99-9,Agaric acid,No Action,0.144,0.0352703841770968
DTXSID2028016,44992-01-0,2-(Dimethylamino)ethyl acrylate methochloride,No Action,0.144,0.0332264954516723
DTXSID2057657,1609-66-1,Norfentanyl,No Action,0.144,0.04103656905736638
DTXSID50188029,34455-00-0,"N,N-Bis(2-hydroxyethyl)perfluorobutanesulfonamide",No Action,0.144,0.028705400188814643
DTXSID10880996,84100-12-9,2-(2-Propenyl)perfluoro-2-pentene,No Action,0.144,0.03292415526630866
DTXSID10193639,40630-61-3,"Heptadecafluoro-N,N-bis(2-hydroxyethyl)octanesulphonamide",No Action,0.144,0.028705400188814643
DTXSID6023369,2011-67-8,Nimetazepam,No Action,0.144,0.028354893757515647
DTXSID6057748,467-85-6,Normethadone,No Action,0.144,0.02870540018881465
DTXSID70560929,128032-23-5,3-(Tridecafluorohexyl)thiophene,No Action,0.144,0.027640549922170504
DTXSID2027886,25973-55-1,"2-(2-Hydroxy-3,5-di-tert-pentylphenyl)benzotriazole",No Action,0.144,0.03292415526630865
DTXSID8034956,112281-77-3,Tetraconazole,No Action,0.144,0.03469870314579495
DTXSID10880512,59587-39-2,6:2 Fluorotelomer sulfonate ammonium salt,Data Gap,0.144,0.062481997407253236
DTXSID6047781,1986-47-6,Tranylcypromine hydrochloride,No Action,0.144,0.030397368307141327
DTXSID6042448,136-47-0,Tetracaine hydrochloride,No Action,0.144,0.04737087712930805
DTXSID3041376,24602-86-6,Tridemorph,No Action,0.144,0.03440930106817051
DTXSID5029182,503-74-2,Isovaleric acid,No Action,0.144,0.028
DTXSID4022159,1647-16-1,"1,9-Decadiene",No Action,0.14399999999999996,0.030066592756745815
DTXSID6021032,621-64-7,N-Nitrosodi-n-propylamine,No Action,0.14399999999999996,0.039547439866570375
DTXSID3034872,1698-60-8,Chloridazon,No Action,0.14384999999999998,0.035488061372805364
DTXSID70507374,79676-83-8,"1,1,2,2,3,4,5,6,7-Nonafluoro-2,3-dihydro-1H-indene",No Action,0.14375000000000002,0.026628227503910206
DTXSID3020330,87-29-6,Cinnamyl anthranilate,No Action,0.1436666666666667,0.024919871588754222
