DTXSID,CASRN,Chemical Name,Global_Risk_Index,Risk_Category,Hazard_Composite,Exposure_Score,Persistence_Score,LogP,TPSA
DTXSID7046120,24678-13-5,Lenperone,4.4663704235080015,Moderate Concern,2.7660962465597243,3.0,5.382278881369317,4.522600000000004,37.38
DTXSID5031133,131-16-8,Di-n-propylphthalate,4.466063619482406,Moderate Concern,2.1410962465597243,4.0,5.214692738192407,2.8202000000000016,52.60000000000001
DTXSID3048819,123548-56-1,Acreozast,4.4652301262283185,Moderate Concern,2.2660962465597243,4.0,4.926125857415821,1.2148799999999997,134.59
DTXSID4045896,13609-67-1,Hydrocortisone 17-butyrate,4.465046145261544,Moderate Concern,2.191096246559724,4.0,5.094534473636411,3.132600000000002,100.90000000000002
DTXSID50526669,89807-85-2,"2-Bromo-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",4.464940914737787,Moderate Concern,1.5533411817963447,5.0,5.748821916347256,4.481000000000001,20.23
DTXSID5047083,623-42-7,Methyl butyrate,4.464744669806155,Moderate Concern,2.1410962465597243,4.0,5.2131526980396465,0.9595,26.3
DTXSID2025478,108-21-4,Isopropyl acetate,4.464690389400721,Moderate Concern,2.1410962465597243,4.0,5.213089318817997,0.9579,26.3
DTXSID0020498,120-61-6,Dimethyl terephthalate,4.46465547560551,Moderate Concern,2.166096246559724,4.0,5.152882152277911,1.2598,52.60000000000001
DTXSID5045706,525-61-1,Quinocide,4.464606006487076,Moderate Concern,2.8660962465597244,3.0,5.192435543463342,2.782700000000001,60.17
DTXSID3024100,84-72-0,Ethyl phthalyl ethyl glycolate,4.464162844593338,Moderate Concern,2.191096246559724,4.0,5.093526644028752,1.5832000000000002,78.9
DTXSID6026161,118-90-1,2-Methylbenzoic acid,4.4637859849599995,Moderate Concern,2.1410962465597243,4.0,5.212033312528957,1.69322,37.3
DTXSID6021618,99-94-5,4-Methylbenzoic acid,4.4637859849599995,Moderate Concern,2.1410962465597243,4.0,5.212033312528957,1.69322,37.3
DTXSID1021617,99-04-7,3-Methylbenzoic acid,4.4637859849599995,Moderate Concern,2.1410962465597243,4.0,5.212033312528957,1.69322,37.3
DTXSID20881393,1980076-71-8,1-(Perfluoroheptyl)octadecane,4.462984366292118,Moderate Concern,1.4487758714417618,5.0,6.161041820569169,12.012099999999982,0.0
DTXSID4045711,1480-19-9,Fluanisone,4.4629040202005985,Moderate Concern,2.791096246559724,3.0,5.329929683484911,3.6194000000000024,32.78
DTXSID6046262,154-87-0,Cocarboxylase chloride,4.462609724353358,Moderate Concern,3.166096246559724,3.0,4.698330243121346,-2.154259999999998,168.97000000000003
DTXSID0045676,NOCAS_45676,Loreclezole hydrochloride,4.462509197221475,Moderate Concern,2.791096246559724,3.0,5.329458156715207,4.2011,30.71
DTXSID0021096,102-77-2,N-Oxydiethylene-2-benzothiazylsulfenamide,4.462492317615748,Moderate Concern,2.8160962465597246,3.0,5.282125712224666,2.6356,25.36
DTXSID1021089,14698-29-4,Oxolinic acid,4.4622210502332145,Moderate Concern,2.191096246559724,4.0,5.091311092837,1.4483000000000001,77.76
DTXSID6046347,328-38-1,D-Leucine,4.462095035124585,Moderate Concern,2.191096246559724,4.0,5.091167311945553,0.44439999999999996,63.32000000000001
DTXSID3046530,1509-34-8,L-Alloisoleucine,4.462095035124585,Moderate Concern,2.191096246559724,4.0,5.091167311945553,0.44439999999999996,63.32000000000001
DTXSID2046882,443-79-8,DL-Isoleucine,4.462095035124585,Moderate Concern,2.191096246559724,4.0,5.091167311945553,0.44439999999999996,63.32000000000001
DTXSID1046346,319-78-8,D-Isoleucine,4.462095035124585,Moderate Concern,2.191096246559724,4.0,5.091167311945553,0.44439999999999996,63.32000000000001
DTXSID4047674,28664-35-9,"4,5-Dimethyl-3-hydroxy-2,5-dihydrofuran-2-one",4.462059877861518,Moderate Concern,2.166096246559724,4.0,5.149886443121271,0.7637,46.53
DTXSID7057783,6065-63-0,Diethyl dipropylmalonate,4.461958663821447,Moderate Concern,2.1410962465597243,4.0,5.209899684555101,2.699200000000001,52.60000000000001
DTXSID70880134,374-40-3,1-Pentafluoroethylethanol,4.4615266165100405,Moderate Concern,1.652492307895126,5.0,5.3997547767020375,1.5648,20.23
DTXSID1045160,84243-58-3,Imazodan,4.461130878266185,Moderate Concern,2.8910962465597243,3.0,5.1435286108452605,1.4863999999999997,59.28
DTXSID6025640,5437-38-7,3-Methyl-2-nitrobenzoic acid,4.461091838446592,Moderate Concern,2.191096246559724,4.0,5.090022683224237,1.60142,80.44
DTXSID3026691,102-76-1,Triacetin,4.461061770753267,Moderate Concern,2.2160962465597245,4.0,5.0325677164051825,0.044299999999999784,78.9
DTXSID5048972,27025-41-8,Oxiglutatione,4.460445060591557,Moderate Concern,2.6410962465597243,4.0,4.222153079807017,-3.8767999999999985,317.64
DTXSID1023730,60-18-4,L-Tyrosine,4.460366198373264,Moderate Concern,2.2160962465597245,4.0,5.03178303435326,0.3466,83.55
DTXSID6041977,52756-22-6,Flamprop-isopropyl,4.459208573132467,Moderate Concern,2.791096246559724,3.0,5.325516307590421,4.466000000000005,46.61
DTXSID2027886,25973-55-1,"2-(2-Hydroxy-3,5-di-tert-pentylphenyl)benzotriazole",4.459154286128614,Moderate Concern,2.791096246559724,3.0,5.3254514740399,5.501300000000006,50.94
DTXSID3046798,54240-36-7,Mabuterol hydrochloride,4.458674503392629,Moderate Concern,2.791096246559724,3.0,5.324878482052043,3.784300000000002,58.28
DTXSID5026209,933-75-5,"2,3,6-Trichlorophenol",4.458438053377053,Moderate Concern,2.791096246559724,3.0,5.324596095975405,3.3523999999999994,20.23
DTXSID5021598,111-16-0,Heptanedioic acid,4.457940234332253,Moderate Concern,2.191096246559724,4.0,5.086426761640134,1.1061,74.6
DTXSID3020916,2243-62-1,"1,5-Naphthalenediamine",4.457272016011595,Moderate Concern,2.8660962465597244,3.0,5.183905950311118,2.0042,52.04
DTXSID0047618,108-29-2,4-Pentanolide,4.456344777065217,Moderate Concern,2.1410962465597243,4.0,5.203344763489256,0.7119,26.3
DTXSID2045575,26155-31-7,Morantel tartrate,4.455839819801286,Moderate Concern,2.2660962465597243,4.0,4.915766294752398,0.68112,130.66
DTXSID8041327,89-00-9,Quinolinic acid,4.455396676418325,Moderate Concern,2.2160962465597245,4.0,5.026176867695726,0.478,87.49
DTXSID10897468,25642-22-2,Dimethyl 2-(perfluoropropyl)-p-benzenedicarbamate,4.455044064392515,Moderate Concern,1.3717267555397845,6.0,5.412939137235369,4.332600000000001,76.66000000000001
DTXSID50711396,57728-77-5,3-Methyl-4-(methylsulfanyl)phenyl pentafluoroethane-1-sulfonate,4.454750944709275,Moderate Concern,1.175000051816901,7.0,5.416110332227402,3.5806200000000024,43.370000000000005
DTXSID9049033,87440-45-7,Taprostene sodium salt,4.454650202146886,Moderate Concern,2.9410962465597246,3.0,5.048741272756832,1.0129999999999997,86.99000000000001
DTXSID40773105,194017-85-1,"Acetic acid--3,4-dichloro-3,4,4-trifluoro-1-iodobutan-1-ol (1/1)",4.454481474549161,Moderate Concern,1.4023241035989165,6.0,5.294165429990121,2.9570000000000007,57.53
DTXSID3023479,51940-44-4,Pipemidic acid,4.454182738811707,Moderate Concern,2.2410962465597244,4.0,4.968754404958355,-0.08079999999999998,100.35
DTXSID5046483,124858-35-1,Nadifloxacin,4.454166668527854,Moderate Concern,2.166096246559724,4.0,5.140776495506755,2.3071,82.77000000000001
DTXSID7023271,62-51-1,Methacholine chloride,4.454047686987459,Moderate Concern,2.191096246559724,4.0,5.081985437632911,-2.3517999999999963,26.3
DTXSID6044511,106-19-4,Dipropyl hexanedioate,4.453613051485943,Moderate Concern,2.1410962465597243,4.0,5.20015512922636,2.4532000000000007,52.60000000000001
DTXSID5027641,6938-94-9,Diisopropyl adipate,4.4535044906750745,Moderate Concern,2.1410962465597243,4.0,5.20002837078306,2.45,52.60000000000001
DTXSID4049377,938-85-2,1-Methylguanine,4.4530886490984205,Moderate Concern,2.9910962465597244,3.0,4.962604880200962,-0.9308300000000007,90.32
DTXSID1033161,1646-87-3,Aldicarb sulfoxide,4.452837187477099,Moderate Concern,2.191096246559724,4.0,5.08060428024165,0.48529999999999984,67.75999999999999
DTXSID2038732,123-25-1,Diethyl butanedioate,4.452059531519387,Moderate Concern,2.166096246559724,4.0,5.138344543311864,0.8927999999999999,52.60000000000001
DTXSID7021156,13171-21-6,Phosphamidon,4.4516794901852474,Moderate Concern,2.8660962465597244,3.0,5.177401719067359,2.7426000000000013,65.07000000000001
DTXSID5044362,108-55-4,Glutaric anhydride,4.451602008113879,Moderate Concern,2.166096246559724,4.0,5.137816492669798,0.24009999999999998,43.370000000000005
DTXSID7027201,554-12-1,Methyl propanoate,4.451510428456237,Moderate Concern,2.1410962465597243,4.0,5.197700051561023,0.5694,26.3
DTXSID6023862,1646-88-4,Aldoxycarb,4.450398615620233,Moderate Concern,2.2160962465597245,4.0,5.02053850608818,0.15139999999999998,84.82999999999998
DTXSID7020423,87-56-9,Mucochloric acid,4.450126918794229,Moderate Concern,2.166096246559724,4.0,5.136114018319925,0.9590999999999998,54.370000000000005
DTXSID1022186,2370-63-0,2-Ethoxyethyl methacrylate,4.449252043608956,Moderate Concern,2.1410962465597243,4.0,5.195063102321925,1.1422,35.53
DTXSID1025279,7085-85-0,Ethyl cyanoacrylate,4.448982609874611,Moderate Concern,2.166096246559724,4.0,5.13479331417135,0.62928,50.09
DTXSID9022998,50-50-0,Estradiol benzoate,4.447417998987708,Moderate Concern,2.785262913226391,3.0,5.322559171306274,5.122800000000005,46.53
DTXSID3021277,110-44-1,"2E,4E-Hexadienoic acid",4.447165324816057,Moderate Concern,2.1410962465597243,4.0,5.192626594859623,1.2033,37.3
DTXSID4022783,153-61-7,Cephalothin,4.446943431261357,Moderate Concern,2.2410962465597244,4.0,4.9606787728191035,0.5923000000000007,113.00999999999999
DTXSID1048174,174185-16-1,FR167356,4.446776492069551,Moderate Concern,2.799429579893057,3.0,5.294860214867327,5.527720000000004,62.47
DTXSID5029211,1141-38-4,"2,6-Naphthalenedicarboxylic acid",4.445862550943992,Moderate Concern,2.166096246559724,4.0,5.131192298132041,2.2362,74.6
DTXSID0046270,18109-81-4,Butamirate citrate,4.445633707799962,Moderate Concern,2.291096246559724,4.0,4.850989689406828,1.8333000000000002,170.89999999999998
DTXSID30892995,114519-85-6,"Sodium bis(1H,1H,2H,2H-perfluorodecyl)phosphate",4.445141515112943,Moderate Concern,1.387468678579398,5.0,6.407555837100751,8.291000000000002,58.59
DTXSID70893007,NOCAS_893007,"Sodium bis(1H, 1H, 2H, 2H-[1,2-13C2]perfluorodecyl) phosphate",4.445141515112943,Moderate Concern,1.387468678579398,5.0,6.407555837100751,8.291000000000002,58.59
DTXSID10881382,1980065-05-1,1-(Perfluoroheptyl)nonadecane,4.444998710310749,Moderate Concern,1.4393273511456228,5.0,6.176494467047794,12.402199999999981,0.0
DTXSID6046428,101530-10-3,Lanoconazole,4.444310700549613,Moderate Concern,2.791096246559724,3.0,5.307724167553189,4.407480000000002,41.61
DTXSID5029182,503-74-2,Isovaleric acid,4.444240967973291,Moderate Concern,2.1410962465597243,4.0,5.189212039293211,1.1171,37.3
DTXSID8026432,75-98-9,"2,2-Dimethylpropanoic acid",4.444240967973291,Moderate Concern,2.1410962465597243,4.0,5.189212039293211,1.1171,37.3
DTXSID0027309,763-69-9,Ethyl 3-ethoxypropionate,4.443617059019822,Moderate Concern,2.1410962465597243,4.0,5.188483546874349,0.9761000000000001,35.53
DTXSID3023398,21738-42-1,Oxamniquine,4.4434098283606644,Moderate Concern,2.916096246559724,3.0,5.079176008682606,1.8117999999999996,87.42999999999999
DTXSID1020146,120-78-5,"2,2'-Dithiobisbenzothiazole",4.442692766631872,Moderate Concern,2.7410962465597244,3.0,5.402574209993265,5.705400000000002,25.78
DTXSID1046136,547-91-1,Loretin,4.442569258825926,Moderate Concern,2.916096246559724,3.0,5.07821516987201,1.7917,87.49000000000001
DTXSID2041884,63837-33-2,Diofenolan,4.441876149447948,Moderate Concern,2.791096246559724,3.0,5.304816646772104,4.009200000000003,36.92
DTXSID2047145,541-47-9,"3,3-Dimethylacrylic acid",4.4415303402269215,Moderate Concern,2.1410962465597243,4.0,5.186047039412047,1.0372000000000001,37.3
DTXSID9027314,815-17-8,"3,3-Dimethyl-2-oxobutyric acid",4.440760615957436,Moderate Concern,2.166096246559724,4.0,5.125303899827189,0.6861999999999999,54.370000000000005
DTXSID1044807,1732-10-1,Dimethyl nonanedioate,4.440378810136024,Moderate Concern,2.1410962465597243,4.0,5.184702482747736,2.0631,52.60000000000001
DTXSID5020108,50-78-2,Aspirin,4.440229683805232,Moderate Concern,2.166096246559724,4.0,5.124691124479548,1.3101,63.60000000000001
DTXSID7031294,627-03-2,Ethoxyacetic acid,4.439538192550034,Moderate Concern,2.166096246559724,4.0,5.123893039841923,0.1075000000000001,46.53
DTXSID10791578,67282-99-9,"1,1,1,2,3,4,4,4-Octafluoro-2,3-bis(trifluoromethoxy)butane",4.439389133519185,Moderate Concern,1.5349960658151685,5.0,5.784235194324909,4.5154000000000005,18.46
DTXSID7021287,108-30-5,Succinic anhydride,4.438213240299174,Moderate Concern,2.166096246559724,4.0,5.122363846191174,-0.15000000000000002,43.370000000000005
DTXSID7037680,70458-96-7,Norfloxacin,4.438008869929441,Moderate Concern,2.166096246559724,4.0,5.12212797212734,1.2683,74.57000000000001
DTXSID0048686,50-03-3,Hydrocortisone acetate,4.437959556702562,Moderate Concern,2.191096246559724,4.0,5.063629180679163,2.3524000000000003,100.90000000000002
DTXSID8046088,82752-99-6,Nefazodone hydrochloride,4.437333054843317,Moderate Concern,2.8160962465597246,3.0,5.2523454057653645,3.973700000000003,55.53
DTXSID4042622,1197334-04-5,SB 206553 hydrochloride,4.436930940469655,Moderate Concern,2.8160962465597246,3.0,5.251869434375119,3.5897000000000014,50.160000000000004
DTXSID1025853,79-21-0,Peracetic acid,4.436620875799843,Moderate Concern,2.166096246559724,4.0,5.120526018691749,0.02249999999999991,46.53
DTXSID1020221,98-54-4,4-tert-Butylphenol,4.436457432441106,Moderate Concern,2.791096246559724,3.0,5.298345214608104,2.689700000000001,20.23
DTXSID8021515,107-92-6,Butanoic acid,4.435895355637786,Moderate Concern,2.1410962465597243,4.0,5.17946748396447,0.8711,37.3
DTXSID6023440,82834-16-0,Perindopril,4.435591238298512,Moderate Concern,2.191096246559724,4.0,5.06092697349889,1.940599999999999,95.94000000000001
DTXSID3048998,72-80-0,"5,7-Dichloro-8-hydroxy-2-methylquinoline",4.4355625342863405,Moderate Concern,2.791096246559724,3.0,5.297276461119973,3.5556200000000016,33.120000000000005
DTXSID9027233,598-72-1,2-Bromopropionic acid,4.435328803906067,Moderate Concern,2.1410962465597243,4.0,5.178805963338495,0.8544,37.3
DTXSID7020895,2385-85-5,Mirex,4.435316740955646,Moderate Concern,2.6910962465597246,3.0,5.493816564687741,6.222999999999999,0.0
DTXSID5024392,556-08-1,Acedoben,4.434708808606496,Moderate Concern,2.166096246559724,4.0,5.118319206325514,1.3432,66.4
DTXSID8023395,96829-58-2,Orlistat,4.4342724476281346,Moderate Concern,2.791096246559724,3.0,5.295735744325994,6.881900000000007,81.69999999999999
DTXSID5052597,87-91-2,Diethyl L-tartrate,4.4335936301463565,Moderate Concern,2.2410962465597244,4.0,4.945786729320867,-1.1656000000000004,93.06000000000002
DTXSID4057687,22252-43-3,7-Aminodeacetoxycephalosporanic acid,4.433513354940882,Moderate Concern,2.2160962465597245,4.0,5.001490077228689,-0.4126000000000001,83.63
DTXSID10338649,104745-21-3,Tris(perfluoro(2-isopropoxyethyl))-methylsilane,4.433081396757801,Moderate Concern,1.351125439047266,5.0,6.5620574798499085,10.787899999999999,27.69
DTXSID00239595,93776-22-8,Ammonium bis(2-(perfluorododecyl)ethyl) phosphate,4.432602096980824,Moderate Concern,1.2469682767364585,5.0,7.109406357283998,16.745599999999996,95.09
DTXSID8045648,38090-53-8,(E)-4-amino-2-butenoic acid,4.432290066811478,Moderate Concern,2.191096246559724,4.0,5.057160398328792,-0.41409999999999997,63.32000000000001
DTXSID3045229,546-48-5,Pempidine d-tartaric acid,4.431956814299032,Moderate Concern,2.2410962465597244,4.0,4.943960819512401,0.5367000000000004,118.30000000000003
DTXSID4021636,79-31-2,2-Methylpropanoic acid,4.431006726623371,Moderate Concern,2.1410962465597243,4.0,5.173759392814587,0.727,37.3
DTXSID9023041,25451-15-4,Felbamate,4.430634762317704,Moderate Concern,2.2160962465597245,4.0,4.99824270854192,0.9607999999999993,104.64000000000001
DTXSID6048383,502-54-5,"2,3-Dihydroxypropyl octanoate",4.430424214619773,Moderate Concern,2.166096246559724,4.0,5.113374142142044,1.2433,66.76
DTXSID3023502,52-21-1,Prednisolone acetate,4.430182838121158,Moderate Concern,2.191096246559724,4.0,5.054756089648116,2.1284,100.90000000000002
DTXSID0021545,598-78-7,2-Chloropropanoic acid,4.430033071850896,Moderate Concern,2.1410962465597243,4.0,5.172622528026233,0.6983,37.3
DTXSID3044415,3006-93-7,"N,N'-1,3-Phenylenedimaleimide",4.429938569544279,Moderate Concern,2.916096246559724,3.0,5.063777272750076,0.5454,74.76
DTXSID0048713,67-78-7,Triamcinolone diacetate,4.429776060787723,Moderate Concern,2.2160962465597245,4.0,4.997273998889401,1.7620999999999991,127.2
DTXSID8020094,118-92-3,Anthranilic acid,4.429119711812779,Moderate Concern,2.166096246559724,4.0,5.111868550217095,0.9670000000000001,63.32000000000001
DTXSID3021069,68-23-5,Norethynodrel,4.428644561869275,Moderate Concern,2.791096246559724,3.0,5.289014507385734,3.636600000000003,37.3
DTXSID9022738,2387-59-9,Carbocysteine,4.428551702261275,Moderate Concern,2.2410962465597244,4.0,4.940162330220626,-0.7838999999999998,100.62000000000002
DTXSID7044267,82586-52-5,Moexipril hydrochloride,4.4281881193916615,Moderate Concern,2.191096246559724,4.0,5.052480152736823,3.0061000000000013,114.40000000000002
DTXSID4048939,152885-09-1,(+)-Epibatidine hydrochloride,4.428169341116073,Moderate Concern,2.791096246559724,3.0,5.288446963654738,2.7647000000000004,24.92
DTXSID1020697,148081-72-5,"1-O-Hexyl-2,3,5-trimethylhydroquinone",4.427864988265908,Moderate Concern,2.7660962465597243,3.0,5.335877223810723,4.276560000000004,29.46
DTXSID2022886,541-22-0,Decamethonium bromide,4.427580673529373,Moderate Concern,2.8660962465597244,3.0,5.149374262226251,-2.4723999999999915,0.0
DTXSID3024574,24370-25-0,2-Benzimidazolylurea,4.425845687082033,Moderate Concern,2.916096246559724,3.0,5.059098777807765,1.0535,83.80000000000001
DTXSID5025152,106-65-0,Dimethyl succinate,4.425281995889978,Moderate Concern,2.166096246559724,4.0,5.1074392503546155,0.11259999999999981,52.60000000000001
DTXSID2034962,153719-23-4,Thiamethoxam,4.4240755314785165,Moderate Concern,2.916096246559724,3.0,5.057075347104698,1.0231999999999997,84.1
DTXSID9029192,616-38-6,Dimethyl carbonate,4.424045580335465,Moderate Concern,2.1410962465597243,4.0,5.165631376268048,0.3992,35.53
DTXSID1047150,33693-84-4,tert-Butyl hydrogen phthalate,4.423925783558684,Moderate Concern,2.1410962465597243,4.0,5.165491498416956,2.3401,63.60000000000001
DTXSID3020912,389-08-2,Nalidixic acid,4.423682796242991,Moderate Concern,2.166096246559724,4.0,5.10559353406947,1.4230200000000002,72.19
DTXSID3046162,69542-93-4,Pivagabine,4.423393051753105,Moderate Concern,2.166096246559724,4.0,5.10525912546419,1.0134999999999998,66.4
DTXSID8025961,79-09-4,Propionic acid,4.422661114287868,Moderate Concern,2.1410962465597243,4.0,5.164014837485846,0.481,37.3
DTXSID7031531,129-73-7,Leucomalachite green,4.422518510852075,Moderate Concern,2.7160962465597245,3.0,5.4275427051523515,4.998800000000005,6.48
DTXSID1027007,123-62-6,Propanoic anhydride,4.421803696872603,Moderate Concern,2.1410962465597243,4.0,5.163013694477162,0.8762,43.370000000000005
DTXSID5046019,574-25-4,Thioinosine,4.420424976638395,Moderate Concern,3.0160962465597243,3.0,4.885371260593891,-1.2735000000000003,113.52000000000001
DTXSID1047786,29560-58-5,Moricizine hydrochloride,4.419779162465369,Moderate Concern,2.8160962465597246,3.0,5.231567360744835,4.528400000000005,71.11
DTXSID70161637,141283-66-1,"2,2,3,3,3-Pentafluoro-N-(2-((propylsulfonyl)amino)-5-(trifluoromethyl)-3-pyridinyl)propanamide",4.419434229168705,Moderate Concern,1.175000968775085,7.0,5.373167884978581,3.388200000000001,88.16
DTXSID5048766,35440-53-0,Sodium decanehydroxamate,4.418250628795113,Moderate Concern,2.8910962465597243,3.0,5.094089175864963,-0.2548999999999994,52.16
DTXSID6023232,56-87-1,L-​Lysine,4.417514320122712,Moderate Concern,2.2160962465597245,4.0,4.983441408490806,-0.4726999999999995,89.34
DTXSID3052060,3852-09-3,Methyl 3-methoxypropionate,4.417148576319985,Moderate Concern,2.1410962465597243,4.0,5.157578253917101,0.19589999999999996,35.53
DTXSID6041551,1879-09-0,"6-tert-Butyl-2,4-xylenol",4.416996109765317,Moderate Concern,2.7660962465597243,3.0,5.322779489034852,3.306540000000002,20.23
DTXSID30895320,863126-44-7,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoropentacosane",4.416714815877874,Moderate Concern,1.4497808504359377,5.0,6.092941308405064,11.766899999999984,0.0
DTXSID3045697,2901-75-9,Afalanine,4.416696951777077,Moderate Concern,2.166096246559724,4.0,5.097530821624202,0.8183999999999998,66.4
DTXSID8022901,1177-87-3,Dexamethasone acetate,4.416533985978245,Moderate Concern,2.166096246559724,4.0,5.097342734646199,2.466500000000001,100.90000000000002
DTXSID0020070,60-32-2,Aminocaproic acid,4.416183986128694,Moderate Concern,2.166096246559724,4.0,5.096938782317087,0.5901000000000001,63.32000000000001
DTXSID90446276,89373-67-1,(Perfluorooctyl)propanoyl chloride,4.415922130803995,Moderate Concern,1.4828769702354734,5.0,5.95588470175347,6.541400000000003,17.07
DTXSID70380760,58816-79-8,"1,2,2,3,3,4,4,5,5,6,6-Undecafluorocyclohexane-1-carbonyl chloride",4.415815345222555,Moderate Concern,1.558652657957961,5.0,5.666195508892727,3.6502,17.07
DTXSID20672905,25385-68-6,"3-(2,2,3,3-Tetrafluoropropoxy)propane-1,2-diol",4.415483784145452,Moderate Concern,1.6859736775352498,5.0,5.237903584118245,0.25660000000000005,49.69
DTXSID0039229,79-10-7,Acrylic acid,4.415061857527085,Moderate Concern,2.1410962465597243,4.0,5.155141746454799,0.25699999999999995,37.3
DTXSID10381978,154628-00-9,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoroicosane",4.414548104407175,Moderate Concern,1.4676809658450911,5.0,6.015678076011945,9.816399999999996,0.0
DTXSID5023295,555-30-6,Methyldopa,4.414520172773232,Moderate Concern,2.2160962465597245,4.0,4.980063681379304,0.4423000000000001,103.78000000000002
DTXSID1045538,66309-69-1,Cefotiam hydrochloride,4.414407363714039,Moderate Concern,2.316096246559724,4.0,4.764922194264485,-0.23139999999999683,172.45999999999998
DTXSID0020862,56-49-5,3-Methylcholanthrene,4.413897228610976,Moderate Concern,2.6910962465597246,3.0,5.467285230264638,5.553220000000004,0.0
DTXSID3022455,131-11-3,Dimethyl phthalate,4.413126654082732,Moderate Concern,2.1410962465597243,4.0,5.152882152277911,1.2597999999999998,52.60000000000001
DTXSID8027402,1459-93-4,Dimethyl isophthalate,4.413126654082732,Moderate Concern,2.1410962465597243,4.0,5.152882152277911,1.2597999999999998,52.60000000000001
DTXSID9020667,56-40-6,Glycine,4.4129801968338995,Moderate Concern,2.191096246559724,4.0,5.0351281964025905,-0.9702999999999999,63.32000000000001
DTXSID1026615,97-90-5,Ethylene glycol dimethacrylate,4.411946055264538,Moderate Concern,2.1410962465597243,4.0,5.1515036542070165,1.2249999999999999,52.6
DTXSID9027738,12108-13-3,(Methylcyclopentadienyl)tricarbonylmanganese,4.411736972489289,Moderate Concern,2.8660962465597244,3.0,5.130947687451008,1.19789,59.699999999999996
DTXSID1038876,132-54-7,Phenyl 1-hydroxy-2-naphthoate,4.411683315993501,Moderate Concern,2.791096246559724,3.0,5.2687581345278405,3.764600000000002,46.53
DTXSID8020965,94-52-0,6-Nitrobenzimidazole,4.41160420062961,Moderate Concern,2.878596246559724,3.0,5.108513343268174,1.4710999999999999,71.82
DTXSID6021321,64-75-5,Tetracycline hydrochloride,4.411460461471117,Moderate Concern,3.091096246559724,3.0,4.757169312107218,0.20740000000000103,181.61999999999998
DTXSID1071907,68957-62-0,N-Ethylpentadecafluoro-1-heptanesulfonamide,4.4114590036046515,Moderate Concern,1.1003836327955336,7.0,5.727170145972901,4.257300000000001,46.17
DTXSID4046999,1466-76-8,"2,6-Dimethoxybenzoic acid",4.410524732680485,Moderate Concern,2.1410962465597243,4.0,5.149844080768483,1.402,55.760000000000005
DTXSID8048602,2105-43-3,Fursultiamine hydrochloride,4.409797178502378,Moderate Concern,2.8910962465597243,3.0,5.0843426419417215,2.921720000000001,101.57000000000001
DTXSID5021097,2058-46-0,Oxytetracycline hydrochloride,4.409569946155966,Moderate Concern,3.1535962465597245,3.0,4.6608904051117195,-0.8217999999999985,201.84999999999997
DTXSID4024064,131-89-5,Dinex,4.409535459072892,Moderate Concern,2.8910962465597243,3.0,5.084040888549966,3.256300000000002,106.51000000000002
DTXSID5024394,64-19-7,Acetic acid,4.409426872937949,Moderate Concern,2.1410962465597243,4.0,5.148562191007222,0.09089999999999993,37.3
DTXSID1029255,3399-22-2,"Dimethyl trans-cyclohexane-1,4-dicarboxylate",4.409021698421773,Moderate Concern,2.1410962465597243,4.0,5.148089098640604,1.1387999999999998,52.60000000000001
DTXSID3026566,94-60-0,"Dimethyl cyclohexane-1,4-dicarboxylate",4.409021698421773,Moderate Concern,2.1410962465597243,4.0,5.148089098640604,1.1387999999999998,52.60000000000001
DTXSID8045222,81801-12-9,Xamoterol,4.408667533664829,Moderate Concern,2.9660962465597245,3.0,4.9545116624567775,-0.23669999999999924,103.29
DTXSID50838971,821793-59-3,"2,3,3-Trifluorobicyclo[2.2.1]hept-5-en-2-ol",4.408535918337626,Moderate Concern,1.6516833346013284,5.0,5.338233819985508,1.4857,20.23
DTXSID3045306,338-98-7,Isoflupredone acetate,4.408090928089453,Moderate Concern,2.166096246559724,4.0,5.0875981793174585,2.2205000000000004,100.90000000000002
DTXSID3027249,619-66-9,4-Carboxybenzaldehyde,4.4068467739700425,Moderate Concern,2.1410962465597243,4.0,5.14554959994312,1.1973,54.370000000000005
DTXSID7046259,2829-19-8,Rolicyprine,4.406400392012342,Moderate Concern,2.8660962465597244,3.0,5.124741126310162,0.9372999999999998,58.2
DTXSID8023393,99614-02-5,Ondansetron,4.406002485713368,Moderate Concern,2.791096246559724,3.0,5.261973667328935,3.1285200000000017,39.82
DTXSID1047946,403842-84-2,1-Methyl-3-octylimidazolium trifluoromethanesulfonate,4.4057623612763805,Moderate Concern,2.791096246559724,3.0,5.261686892986794,2.7245000000000017,66.01
DTXSID30895406,1309378-06-0,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13-Heptacosafluorodocosane",4.404330073154827,Moderate Concern,1.3503407420624107,5.0,6.523286954117934,12.31299999999999,0.0
DTXSID6046264,59-06-3,Ethopabate,4.4042101592480245,Moderate Concern,2.1410962465597243,4.0,5.142471019605765,1.8302999999999998,64.63
DTXSID70611905,154478-86-1,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluorodecane",4.404203839372919,Moderate Concern,1.5028459017977513,5.0,5.861151611225704,5.915400000000003,0.0
