CID,SMILES
74990,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.Cl
11969781,CC1C(C(CC(O1)OC2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCOC(C6)OC)O
9462,C1=CC(=CC=C1C2=CC=C(C=C2)F)N
9473,CC(=O)OCC1=CC2=C(C=C1)OCO2
9481,C1=CC(=C(C=C1C(F)(F)F)Cl)Cl
75018,COC1=C(C=C2C(=C1)CCC2=O)OC
9483,C1=CC(=CC(=C1)N=C=O)C(F)(F)F
9500,C1=CC(=NC=C1C(=O)N)N
9502,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC
107807,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O
9507,CC1=CC(=NC(=O)N1)C.C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
9509,C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
75050,CCCCCCCCCCCCCCCCCCOCCO
9526,COS(=O)(=O)C(F)(F)F
75064,C1=CC(=C(C(=C1C=O)O)O)O
369976,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)NC(=O)CCl)OC)C
75066,CC(=C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
3417419,C1=CC(=C(C=C1N)[N+](=O)[O-])O
9554,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
9555,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
107867,CCN(CC)CC1CCCCN1CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
9564,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
9567,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl
9568,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl
75103,CC(CO)CO
9578,C1(=C(C(=C(C(=C1F)F)Br)F)F)F
107882,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl.Cl
6432115,C(/C=C\CCl)Cl
9589,CC(=O)C1=CN=CC=C1
42373,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C.Cl
9609,CCSCC
75146,C1=CC=C(C=C1)NC2=CC=C(C=C2)N.Cl
107921,CC[C@@]1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
107926,CC(C)(C)OC(=O)C1=C2[C@@H]3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br
107930,CN1CCC2=CC(=C(C=C2[C@@H]3[C@@H]1CCC4=CC=CC=C34)O)Cl
5318042,CCC/C=C/CO
9635,C(C(Cl)(Cl)Cl)(F)(F)F
75171,CN(C)CCN(C)CCO
9642,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C
75194,C1=CC=C(C(=C1)C(=C2C=C(C(=O)C(=C2)I)I)C3=CC(=C(C(=C3)I)[O-])I)C(=O)[O-].[Na+].[Na+]
10134976,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=CC4=C3C=CN4CCC(=O)O
9677,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C
337359,C1COC2=C([C@]13C(=O)NC(=O)N3)C=C(C=C2)F
9681,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
1549778,CC(=CCC/C(=C/CCC(=O)C)/C)C
9690,C1C2=CC=CC=C2C3=C1C=C(C=C3)NC(=O)C(F)(F)F
75227,C=CN1CCCCCC1=O
107999,CN1C=C(C2=CC=CC=C21)C(=O)[C@@H]3CCC4=C(C3)NC=N4.Cl
23668192,CC1=C(C=C(C=C1)S(=O)(=O)[O-])C.[Na+]
23668193,N(=O)[O-].[Na+]
23668194,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C.[Na+]
23668195,[O-]Br(=O)=O.[Na+]
23668196,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C.[Na+]
108005,O.O.[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Na+].[Na+]
23668197,[O-]Cl=O.[Na+]
9703,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl
23668198,CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)[O-].[Na+]
9707,C1=CC=C(C(=C1)O)F
9709,C1=CC(=C(C=C1F)F)N
9719,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl
9731,C1=CC(=CC=C1N)F
53257735,CC1=NC2=CC=CC=C2N1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)C6=CC(=C(C=C6Cl)F)S(=O)(=O)NC)C7=CC(=CC=C7)F
42504,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)C2=CC=CO2
9740,C(C#N)C(=O)O
4564493,CC1=C(C(=O)CO1)O
10233356,CCC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)CN4CCN(CC4)C5=CC=C(C=C5)OC)OCC(=O)O
75282,C=CC(=O)OCCOC(=O)C=C
173604,C1=CC(=C(C=C1C=O)Br)F
75311,CCCC[P+](CCCC)(CCCC)CCCC.[Cl-]
9782,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
9786,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(C3=CC=CC=C3)F
9787,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
108092,CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2
9794,CCOC(=O)C(F)(F)F
9795,C1=CC=C(C(=C1)C(F)(F)F)[N+](=O)[O-]
173636,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl.OS(=O)(=O)O
13379149,CNC.[N+](=O)(O)[O-]
42574,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)O)Cl)C(C#N)C3=CC=C(C=C3)Cl
9808,C1=CC=C(C(=C1)C(=O)Cl)F
9809,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])C(F)(F)F
75345,CCOC(=N)CC(=O)OCC.Cl
42586,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC
75360,C1=CC(=CC(=C1)C(F)(F)F)CC#N
108143,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C
468595,CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
23668353,CCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
9862,CC(=CCCC(=O)C)C
9864,C(#N)N
9865,C1CS1
697993,C1=CC=C2C(=C1)NC(=S)S2
6432394,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl
108173,CC1=C(C(=CC=C1)C)NC(=O)C(C)N.Cl
9873,C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
9878,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
9880,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C
75421,C1=CC2=C(C=CN2)C(=C1)O
75430,CCCCS(=O)(=O)Cl
9895,CC1=C(C(CCC1)(C)C)C=O
1549992,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O
9903,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
9904,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34
75444,CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(CC)CC)C3=CC=C(C=C3)N(CC)CC)C4=CC=CC=C14.[Cl-]
75454,CC(C)(C)C1=CC=C(C=C1)S
75471,CC1(CC(CC(N1)(C)C)O)C
75472,CC1(CC(CC(N1C)(C)C)O)C
108242,CC1CC2=C(CC1(C)C(=O)C)C(CCC2)(C)C
9948,C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2
9956,C1=CC(=C(N=C1)N)N
42725,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)N
9958,CC1=CC(=C(C=C1)O)O
75494,C1=CC2=C(C=C1C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O
75498,C1=CC2=C(C=C1C(=O)C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O
9963,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O
42745,CC(CCOC(=O)C)CC(C)(C)C
75516,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC
75518,C1CCC(CC1)C2CCC(CC2)O
9985,CCCC1CCCCN1
9993,C1=CC(=CC=C1F)Br
75538,CCCCCCCCNC
10005,C(#N)N=C(N)N
10008,C1=CC=C(C=C1)F
10009,C1=CC(=CN=C1)N
108312,CC(CCC1=CC=CC=C1)CCO
75547,C1C2=CC=CC=C2C3=C1C=C(C=C3)O
10024,CCOCOCC
10026,CCCCCON=O
42802,CCCC(C)CCC(=O)C
75575,C1=CC=C(C(=C1)CC2=CC=CC=C2O)O
75576,C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O
75588,C=CC(=O)OCCCCO
23668568,CCCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=N[N-]5)N=CC=C2.[Na+]
108381,CC(C)C1N(CCO1)CCOC(=O)NCCCCCCNC(=O)OCCN2CCOC2C(C)C
10090,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
75628,CC(C)C1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C(C)C)OC3=CC=C(C=C3)C(C)C
10114,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O
75654,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)Cl
10129,CC1CCC2CC1C2(C)C
10133,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
1550232,COC1=C(C=CC(=C1)/C=C/2\CCC/C(=C/C3=CC(=C(C=C3)O)OC)/C2=O)O
10140,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
10168,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O
75706,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C=C)(C)C=C)(C)C=C)C=C
6432705,[Cu+].[I-]
10187,C1=CC2=CC3=C(C(=CC=C3)O)C(=C2C(=C1)O)O
10194,CC1=CC(=C(C(=C1)C)C(=O)O)C
42963,CC1=C(C(=CC=C1)C)NC(=O)CN(CC(=O)O)CC(=O)O
10206,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
10207,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO
10208,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
10209,CC1=C(C2=CC=CC=C2C(=C1)O)O
10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C
42981,CCCCCCCCCCCCN1CCCCCC1=O
10215,C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O
10219,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC
10226,C1=CC2=C(C=C1S(=O)(=O)O)C(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])O
10229,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)O
10230,C1=CC=C2C(=C1)C(=NN=C2NN)NN
10234,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C=C(C)C
75771,C1=CC=C2C(=C1)N=NN2O
10236,C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O
10239,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2O)C(=O)O
10241,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O
10252,CC(=O)NC(=O)C1=CC=CC=C1O
10254,CC1=CC(=C(C(=C1)C)C=O)C
10255,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O
10257,CN(C)CCC1=CNC2=C1C=C(C=C2)O
43032,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F.Cl
10269,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)OC
10275,C1=CC=C(C=C1)C2=C(N=C(S2)N)N
1910825,CCCCN(CCCC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O
75819,C[Si](C)(C=C)O[Si](C)(C)C=C
10285,CC1=CC=NC2=CC=CC=C12
75821,CC(=O)OC1=CC=C(C=C1)C=C
9938990,CN(C)C(=O)NC1(CCN(CC1)CCC[C@@]2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC=CC=C5
10288,CC1=CC2=C(C(=C1)O)C(=C3C(=C2)C=CC=C3O)O
10303,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O
10308,C1CC2=CC=CC=C2NC3=CC=CC=C31
43079,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3
10313,C1=CC=C(C=C1)C(=O)NO
9578570,C/C(=N\OCC1=CC=CC=C1/C(=N/OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F
10315,CCCC(=O)C1=CC=CC=C1
10316,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-]
23668817,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+]
10326,C1CC2=CC=CC=C2C1
10332,CC1=CC(=C(C=C1)N)N
75868,C1=CC2=C(C=CC(=C2[O-])[N+]#N)C(=C1)S(=O)(=O)[O-].[Na+]
174174,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
10346,CC1=CC(=C(C=C1C(C)(C)C)C(C)(C)C)O
4302960,CC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCCCN3CCN(CC3)C4=CC=CC=C4OC
10353,CC1CCC(CC1)C(C)(C)O
75893,C1=C(C=C(C(=C1[N+](=O)[O-])N)Cl)Cl
10364,CC1=C(C=C(C=C1)C(C)C)O
10367,C1=CC(=NC(=C1)C(=O)O)C(=O)O
75903,C=CCOC(=O)C1=CC(=C(C=C1)C(=O)OCC=C)C(=O)OCC=C
108675,C1=CC(=C(C(=C1)Cl)CCl)F
75908,CCCC1=CC=C(C=C1)N
1550472,C1[C@H]2[C@@H]([C@H]([C@H]1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl
10377,CCCCCC1=CC(=CC(=C1)O)O
10382,C1=CC=C(C=C1)NC(=O)CS
174223,CC1=C(C2=C(C=C1)N=C(S2)C3=CC=C(C=C3)N)S(=O)(=O)O
10387,C1=CC=C(C=C1)COC(=O)Cl
10391,C1=CC=C(C=C1)CNC(=O)CCCl
1550489,C1=CNC(=S)N=C1
10401,C1CCC(=O)OCC1
10402,CC(CCC=C(C)C)CC(=O)O
10404,CCOC(=S)SSC(=S)OCC
10406,CC(C)CCCC(C)NCCC(C)C
10409,C1CCCCCCCC(=O)CCCCCC1
3025067,C1CN(CCN1)C2=C3C(=CC=C2)OCCO3.Cl
10423,C1COC1
10430,CC(C)CC(=O)O
75969,C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O
10434,C1CC(=O)CC(=O)C1
10438,CC(=CC(=O)C=C(C)C)C
10439,C1=CC=NC(=C1)N
10442,C(CO)CO
16722125,CC1([C@@H]([C@@H]1C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)/C=C/4\CCSC4=O)C
75982,C(COCCN)N
10452,C1CSCCS1
10453,CC(C)CCCC(C)CCCC(C)CCCC(C)(C=C)O
10457,C(CCCC(=O)O)CCC(=O)O
10458,C(CCCCCC(=O)O)CCCCCC(=O)O
43226,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl
43231,C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl
10465,CCCCCCCCCCCCCCCCC(=O)O
43233,C1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl
43234,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl
76004,CO[Si](C=C)(OC)OC
21932259,CCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
10473,CNC.Cl
10474,[C-]#N.[C-]#N.[K+].[Ag+]
10476,C(#N)Br
76013,CC(C)(C1=CC=CC=C1)C2=CC(=C(C=C2)O)C(C)(C)C3=CC=CC=C3
10486,CC(C)(C)Cl
43261,CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)C(CO)O)OCCCN(C)C)C.Cl
10509,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
10522,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O
76063,CC1=NC2=C(N1)C=C(C=C2)Cl
10531,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C
10541,COP(=O)(OC)OC
76079,C1=CC(=CC=C1C(=O)N)N
10555,CC(=CCl)C
76092,C1=CC(=C(C=C1C(=O)O)N)Cl
10560,CCC(C)S
10567,CC(=O)C(Cl)Cl
10568,C(=C(I)I)(I)I
3057998,CCNC(C)CC1=CC2=C(C=C1)OCO2.Cl
6433119,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
10601,CC(=O)C1CCOC1=O
43371,CC(=O)CN(CC(=O)C)N=O
10607,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O
10616,CCCCN(CCCC)C(C1=CC=C(C=C1)OC)C(=O)N
10624,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O
43398,CC(CC1=CC2=C(C(=C1)OC)OCO2)[NH3+].[Cl-]
10631,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C
10634,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC=C4[C@@]3(CC[C@@H](C4)O)C
10635,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C
108938,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N.Cl.Cl
10638,C1=CC2=C(C(=C1)N)C(=O)NNC2=O
6433169,C[C@H]([C@H](C1=CC=CC=C1)O)N.Cl
10648,C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl
10201497,COC1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3C(=C2C#N)NCC4=CC=CC=C4
108956,C=CC(=O)OCC(CO)(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)COC(=O)C=C
76191,C1=C(C=C(C=C1Cl)Cl)C(=O)Cl
76192,COC(=O)C1=CC(=CC(=C1)Cl)Cl
10660,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
10664,CC1=NC=C(C(=C1O)CN)CO.Cl.Cl
10680,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2
10686,CC1=C(C(=CC=C1)C)C
10687,CC1=C(C(=CC=C1)O)C
10690,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
10693,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)N
10695,CC1=CC(=C(C(=C1)C)C)C
10698,CC1=CC(=C(C(=C1)C)O)C
10704,CC1=CC=CC=C1C(=O)N
10707,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-]
10708,C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O
10718,C1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2)C(=O)O)O
10721,CC1=CC=CC=C1C#N
10722,CC1=CC=CC=C1C=O
10723,C1CC(C2=CC=CC=C2C1)O
10724,C1CC2=CC=CC=C2C(=O)C1
109029,CC1=NN(C(=O)C1)C2=CC=C(C=C2)C(=O)O
76262,CCCCCCCC[Si](OCC)(OCC)OCC
1550823,C[C@H]1C[C@H](CC(C1)(C)C)O
6433266,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OCC(CO)O)O
23669238,C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[K+]
240119,CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C
1550846,C1=CC=C(C=C1)/C=C/C#N
10754,C1=CC(=CC=C1C2=CC=C(C=C2)N)N.Cl.Cl
10757,C1=CC=C(C=C1)C(=O)CCl
10758,C1=CC=C(C=C1)C(C#N)O
10762,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[N+](=O)([O-])[O-]
10766,CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1.Cl
76302,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O
10771,C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N.Cl
1550874,C1=CC=C(C=C1)/C=C/C(=O)NCCO
10780,CCOC(=O)COC1=C(C=C(C=C1)Cl)Cl
10783,CC1=C(SC=N1)CCCl
10788,CN1CN(C(=S)SC1)C
10789,C1=CC=C(C(=O)C=C1)O
109094,CCOC(=O)CN1CCCC1=O
1550884,CCCCCC/C(=C\C1=CC=CC=C1)/C=O
10793,C(C(=O)CCl)Cl
1550890,C1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC=CC=C2
10795,CC(OC)OC
12036651,CCCCCCN1C=C[N+](=C1)C.[I-]
10797,CC1=CC=CO1
10800,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-]
6433334,CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O
10811,CC(C)(C)C1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
6433339,CC[N+](CC)(CC)CCOC1=CC=C(C=C1)/C=C/C2=CC=CC=C2.[I-]
10824,COC1=CC=CC(=C1)N
10830,C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3.Cl
43598,CCCC(=O)C(CC)SC1=C(OC=C1)C
10832,C1=CC=C(C=C1)NC2=NC=NC(=N2)N
10839,CC1CCCCN1CCCOC(=O)C2=CC=C(C=C2)OC3CCCCC3
15575641,CCCOC(=O)NCCCN(C)C.Cl
10843,CC1=CC(=CC=C1)NC(=O)C
76382,CC1(C(C(C1O)(C)C)O)C
10850,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
10855,C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)N
6433384,C1=CC(=C(C=C1[N+](=O)[O-])S(=O)(=O)[O-])/C=C/C2=C(C=C(C=C2)[N+](=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
10866,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.[Br-]
10867,C1=CC=C(C=C1)CSCC2=CC=CC=C2
10868,C1CCC(CC1)N=C=NC2CCCCC2
10870,CC(C)CC1=CC=CC=C1
12626562,CC(CC1=CC(=C(C=C1OC)Br)OC)N.Cl
10883,CCOC(=O)CCC(=O)C
10886,CCCCCC(=O)OCCCCC
10890,CCCCCOC(=O)CCC
10891,CC1=CC=C(C=C1)N.Cl
10894,C1=CC(=CC=C1O)I
10898,C(CBr)O
10907,CC(C)CC(C)(C)C
10908,CC(=O)OC(C)(C)C
10913,C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C
10914,C[Si]1(O[Si](O[Si](O1)(C)C)(C)C)C
10921,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-]
10928,CCOC(=O)Cl
76464,CC1(COP(OC1)OC2=CC=CC=C2)C
10931,CC(=CC(=O)O)C
10935,C1=CC(=O)NC1=O
43704,CC(C)OC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)OC(C)C
76476,CO[Si](CCCNC1=CC=CC=C1)(OC)OC
10941,C1=CC(=CC(=C1)N)N.Cl.Cl
10943,C1=CC(=CC(=C1)Cl)Cl
10944,CCOC(=O)NC(C(Cl)(Cl)Cl)O
10949,CC1=NC(=NC(=N1)N)N
5352135,CC/C(=C(/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
10953,C1CCOC(=O)C1
